state_id,start_x,start_y,goal_x,goal_y,robot_x,robot_y,delta_x,delta_y,euclidean_dist,angle_to_goal,obs_dist_up,obs_dist_down,obs_dist_left,obs_dist_right,selected_action,joint_angle_1,joint_angle_2,path_length_so_far,reward,converged_flag,episode_id,time_step,obs_grid_flat_0,obs_grid_flat_1,obs_grid_flat_2,obs_grid_flat_3,obs_grid_flat_4,obs_grid_flat_5,obs_grid_flat_6,obs_grid_flat_7,obs_grid_flat_8,obs_grid_flat_9,obs_grid_flat_10,obs_grid_flat_11,obs_grid_flat_12,obs_grid_flat_13,obs_grid_flat_14,obs_grid_flat_15,obs_grid_flat_16,obs_grid_flat_17,obs_grid_flat_18,obs_grid_flat_19,obs_grid_flat_20,obs_grid_flat_21,obs_grid_flat_22,obs_grid_flat_23,obs_grid_flat_24
8694,0,1,1,2,0,4,1,-2,2.24,-63.43,4,0,0,4,0,16.11,119.59,8.82,0.97,1,12,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,2,0,4,0,0,2,4,-2,4.47,-26.57,2,0,0,1,0,133.87,5.32,4.9,0.96,1,35,24,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
11169,1,3,2,2,3,3,-1,-1,1.41,-135.0,3,1,3,0,0,12.43,143.44,2.82,0.97,1,3,42,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
526,2,4,2,0,1,4,1,-4,4.12,-75.96,1,0,1,1,0,37.34,54.28,3.75,0.92,1,13,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3972,0,0,2,2,0,1,2,1,2.24,26.57,1,3,0,2,1,65.38,74.21,9.71,0.9,1,16,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11429,0,1,1,1,0,4,1,-3,3.16,-71.57,0,0,0,4,3,1.75,20.66,3.51,0.98,1,45,48,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6882,4,3,1,2,1,4,0,-2,2.0,-90.0,4,0,1,3,0,69.35,91.87,8.36,0.94,1,15,25,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7893,3,4,1,2,3,2,-2,0,2.0,180.0,2,2,3,1,2,112.29,118.71,9.48,0.95,1,49,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8093,3,2,0,2,3,1,-3,1,3.16,161.57,0,3,1,1,1,30.79,159.59,6.58,0.96,1,32,25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
8077,0,2,4,3,1,1,3,2,3.61,33.69,1,3,1,3,1,82.15,126.72,7.03,0.93,1,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
13879,1,3,3,4,2,4,1,0,1.0,0.0,0,0,2,2,3,5.61,15.64,6.35,0.91,1,34,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13932,0,0,4,1,3,1,1,0,1.0,0.0,1,1,3,1,3,67.35,139.91,5.06,0.98,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
11354,0,2,2,0,3,1,-1,-1,1.41,-135.0,1,2,1,0,0,80.24,132.26,6.65,0.97,1,20,40,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
14030,0,4,2,0,3,1,-1,-1,1.41,-135.0,0,3,1,1,2,87.25,8.5,3.14,0.93,1,41,26,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12068,0,0,3,1,3,1,0,0,0.0,0.0,0,0,2,0,2,113.22,48.23,6.44,0.99,1,1,18,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2215,1,4,0,2,0,0,0,2,2.0,90.0,0,4,0,2,1,130.48,41.73,6.17,0.99,1,41,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
2959,4,0,2,3,0,4,2,-1,2.24,-26.57,0,0,0,4,3,50.65,9.01,7.04,0.94,1,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
13009,2,4,3,3,3,4,0,-1,1.0,-90.0,1,0,3,0,0,21.65,95.42,3.96,0.93,1,41,11,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1
5028,1,0,2,3,2,4,0,-1,1.0,-90.0,4,0,2,1,0,120.59,135.28,7.09,0.94,1,25,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
4466,2,4,2,4,1,4,1,0,1.0,0.0,4,0,0,2,3,49.14,150.35,2.56,1.0,1,18,38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
11832,3,0,0,3,1,4,-1,-1,1.41,-135.0,0,0,1,3,2,79.37,138.43,4.3,0.97,1,38,44,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14996,2,3,1,3,0,3,1,0,1.0,0.0,1,0,0,4,3,157.18,106.69,4.82,0.98,1,46,7,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
6,3,3,0,0,1,0,-1,0,1.0,180.0,0,4,1,3,2,134.52,81.66,1.86,0.94,1,42,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8714,3,2,0,1,4,4,-4,-3,5.0,-143.13,4,0,3,0,0,43.65,29.06,6.73,0.95,1,42,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2676,2,0,0,4,3,0,-3,4,5.0,126.87,0,2,2,1,1,3.35,21.22,9.54,0.97,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12824,3,3,0,0,3,0,-3,0,3.0,180.0,0,4,0,1,1,129.17,104.55,9.2,0.96,1,31,31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
10281,2,1,4,4,4,0,0,4,4.0,90.0,0,4,1,0,1,174.57,138.68,2.23,0.9,1,8,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12930,1,0,2,1,3,0,-1,1,1.41,135.0,0,3,0,1,1,90.64,136.03,7.58,1.0,1,48,33,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7994,2,3,4,4,0,1,4,3,5.0,36.87,1,2,0,2,1,31.22,23.38,2.46,1.0,1,42,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
14150,3,1,1,2,1,4,0,-2,2.0,-90.0,2,0,1,3,0,18.19,2.77,7.84,0.97,1,35,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5174,2,1,1,2,1,0,0,2,2.0,90.0,0,4,1,3,1,13.28,97.76,8.95,0.94,1,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5244,4,0,0,4,3,4,-3,0,3.0,180.0,1,0,3,1,2,86.53,49.89,9.67,0.98,1,50,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
12179,2,4,3,3,4,2,-1,1,1.41,135.0,2,0,4,0,2,89.58,90.86,7.4,0.92,1,50,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12767,2,0,4,2,1,2,3,0,3.0,0.0,2,1,1,3,3,45.21,160.26,2.84,0.96,1,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11442,1,0,1,3,1,4,0,-1,1.0,-90.0,4,0,1,2,0,141.81,149.85,1.93,0.99,1,21,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2090,1,4,4,4,4,0,0,4,4.0,90.0,0,1,4,0,1,58.97,121.79,6.69,0.96,1,46,26,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0
13475,3,1,4,4,3,2,1,2,2.24,63.43,2,2,1,1,1,150.39,39.23,6.46,0.95,1,16,39,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8163,0,3,4,2,3,2,1,0,1.0,0.0,2,1,3,1,3,15.2,59.88,7.17,0.96,1,17,24,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8628,1,3,0,0,0,3,0,-3,3.0,-90.0,3,1,0,3,0,71.18,57.22,4.1,0.99,1,41,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6845,2,4,2,3,0,3,2,0,2.0,0.0,0,1,0,2,3,136.11,36.32,9.01,0.94,1,25,48,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10686,3,3,2,2,3,1,-1,1,1.41,135.0,1,0,3,0,2,116.47,162.7,1.17,1.0,1,18,31,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1236,2,2,4,4,2,4,2,0,2.0,0.0,0,0,2,2,3,151.55,14.3,4.88,0.92,1,50,41,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
14720,1,1,0,2,0,2,0,0,0.0,0.0,0,2,0,0,1,173.22,145.63,4.34,0.98,1,16,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1
7299,1,1,3,1,2,1,1,0,1.0,0.0,1,3,2,2,3,51.4,140.65,5.93,0.95,1,39,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
4385,3,2,4,2,1,2,3,0,3.0,0.0,2,1,1,3,3,36.56,21.03,2.12,0.93,1,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
6939,0,4,2,2,2,2,0,0,0.0,0.0,2,0,2,2,0,104.38,28.76,8.61,0.93,1,12,42,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
373,2,1,0,4,1,3,-1,1,1.41,135.0,0,1,0,0,1,56.39,83.27,4.06,0.98,1,11,22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
4816,0,0,0,2,4,0,-4,2,4.47,153.43,0,4,4,0,1,122.63,5.02,8.38,0.97,1,31,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
2514,2,3,2,3,0,1,2,2,2.83,45.0,1,0,0,4,3,0.91,58.87,6.01,0.94,1,21,30,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7296,2,4,3,3,0,3,3,0,3.0,0.0,3,1,0,1,3,172.61,86.5,7.08,0.91,1,23,6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
10931,2,2,3,1,4,1,-1,0,1.0,180.0,1,3,1,0,2,48.86,164.06,2.95,1.0,1,30,39,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1419,1,2,2,2,4,4,-2,-2,2.83,-135.0,0,0,4,0,2,50.65,3.46,2.79,0.95,1,5,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12678,3,1,1,1,2,1,-1,0,1.0,180.0,1,3,2,2,2,13.72,51.81,1.05,0.94,1,17,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5287,3,1,0,0,2,4,-2,-4,4.47,-116.57,0,0,0,2,3,55.87,162.11,8.19,0.97,1,41,6,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6688,2,3,1,2,0,3,1,-1,1.41,-45.0,3,1,0,4,0,143.02,168.79,5.84,0.92,1,44,8,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9685,1,2,0,4,4,2,-4,2,4.47,153.43,1,2,4,0,1,73.3,175.45,2.35,0.95,1,5,33,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7911,3,0,2,3,1,4,1,-1,1.41,-45.0,1,0,1,3,0,40.26,39.43,6.21,0.91,1,40,5,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10128,3,4,3,2,1,0,2,2,2.83,45.0,0,4,1,1,1,28.29,57.27,4.73,0.95,1,19,50,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4862,3,0,4,2,4,2,0,0,0.0,0.0,2,1,2,0,0,158.87,63.36,4.75,0.92,1,25,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1903,0,3,1,1,4,4,-3,-3,4.24,-135.0,0,0,2,0,2,121.96,79.03,2.02,0.98,1,38,23,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
13270,3,2,0,0,2,2,-2,-2,2.83,-135.0,0,1,2,2,2,85.74,96.62,9.04,0.96,1,3,50,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
12659,3,1,1,3,4,2,-3,1,3.16,161.57,2,2,4,0,1,64.55,3.81,6.37,0.98,1,28,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4823,0,3,2,4,0,4,2,0,2.0,0.0,2,0,0,4,3,17.14,13.17,2.7,0.96,1,9,18,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2405,3,0,1,0,0,2,1,-2,2.24,-63.43,2,2,0,1,0,133.86,91.76,5.25,0.91,1,46,44,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
4328,3,3,1,1,3,4,-2,-3,3.61,-123.69,1,0,3,1,0,96.24,52.26,9.34,0.91,1,14,16,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
13843,2,0,3,0,0,2,3,-2,3.61,-33.69,0,2,0,2,3,61.26,25.2,9.18,0.91,1,20,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
11610,0,3,0,2,2,2,-2,0,2.0,180.0,0,2,2,0,2,98.99,69.85,5.94,1.0,1,50,46,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4742,2,1,2,1,2,1,0,0,0.0,0.0,1,2,2,0,0,122.22,126.12,1.56,0.92,1,43,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
14220,3,3,2,4,1,3,1,1,1.41,45.0,2,0,1,3,3,110.26,77.12,3.21,0.99,1,11,22,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8550,4,3,2,1,4,1,-2,0,2.0,180.0,0,3,4,0,2,126.46,19.99,1.97,0.94,1,15,9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1974,3,4,1,1,3,3,-2,-2,2.83,-135.0,3,1,3,1,0,54.55,164.54,2.93,0.98,1,4,16,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12245,3,3,4,0,0,0,4,0,4.0,0.0,0,3,0,4,3,11.37,71.89,3.27,0.91,1,37,17,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1
4878,1,0,3,0,3,0,0,0,0.0,0.0,0,1,2,1,1,6.17,74.82,6.83,0.99,1,1,31,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
262,3,1,2,2,1,1,1,1,1.41,45.0,0,0,1,2,3,38.28,159.2,9.54,0.98,1,20,28,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4833,3,1,4,0,3,4,1,-4,4.12,-75.96,0,0,3,1,3,124.9,127.41,4.57,0.97,1,15,26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8468,3,2,3,2,0,1,3,1,3.16,18.43,1,3,0,4,1,16.38,117.7,5.11,0.91,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13879,1,3,3,4,2,4,1,0,1.0,0.0,0,0,2,2,3,5.61,15.64,6.35,0.91,1,34,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3162,0,3,1,2,3,2,-2,0,2.0,180.0,2,2,3,1,2,101.83,27.25,6.1,0.9,1,50,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14493,4,0,4,2,2,1,2,1,2.24,26.57,1,3,2,1,1,165.94,2.67,1.29,0.96,1,12,40,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1526,2,1,3,1,1,0,2,1,2.24,26.57,0,3,0,3,1,158.11,36.81,8.63,0.94,1,18,30,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
10877,2,3,0,0,0,4,0,-4,4.0,-90.0,0,0,0,4,3,21.18,151.83,8.81,0.9,1,14,35,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
3697,1,0,0,2,4,1,-4,1,4.12,165.96,1,3,0,0,1,56.78,40.1,8.98,0.96,1,8,34,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3713,2,3,2,0,4,1,-2,-1,2.24,-153.43,0,2,1,0,2,19.08,24.58,5.54,0.91,1,20,12,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5873,3,2,0,2,3,4,-3,-2,3.61,-146.31,0,0,2,1,2,170.7,64.6,5.99,0.97,1,36,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
13838,1,0,3,2,1,2,2,0,2.0,0.0,0,2,1,3,3,104.5,57.38,7.63,0.96,1,29,45,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9455,3,4,1,0,1,4,0,-4,4.0,-90.0,4,0,0,0,0,118.54,160.41,4.17,0.99,1,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
12897,4,4,1,2,1,0,0,2,2.0,90.0,0,0,0,3,3,86.42,100.54,9.06,0.96,1,10,48,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11243,4,3,0,1,0,3,0,-2,2.0,-90.0,3,1,0,0,0,114.99,126.72,1.77,0.98,1,33,39,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
8370,1,1,3,0,1,0,2,0,2.0,0.0,0,4,1,3,3,82.78,47.54,2.5,0.91,1,25,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
12067,4,4,2,2,3,2,-1,0,1.0,180.0,1,0,2,0,2,175.72,14.39,5.01,0.95,1,48,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
13822,4,0,2,1,4,4,-2,-3,3.61,-123.69,0,0,4,0,2,168.71,87.71,6.73,0.95,1,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12798,3,1,0,3,4,3,-4,0,4.0,180.0,3,1,1,0,2,77.54,93.61,5.15,0.97,1,38,28,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8981,1,4,2,2,1,0,1,2,2.24,63.43,0,4,1,3,1,167.82,103.57,1.45,0.93,1,15,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5238,4,3,2,2,3,2,-1,0,1.0,180.0,2,2,2,1,2,154.27,114.69,2.22,0.95,1,6,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10126,3,2,4,2,3,1,1,1,1.41,45.0,1,3,3,1,1,113.25,122.7,6.21,0.93,1,18,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3087,3,0,3,2,1,4,2,-2,2.83,-45.0,2,0,1,2,0,33.91,53.37,6.19,1.0,1,37,39,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
13464,0,1,4,1,2,3,2,-2,2.83,-45.0,3,1,0,2,0,99.84,54.4,3.12,0.99,1,17,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7750,3,0,0,0,1,4,-1,-4,4.12,-104.04,0,0,0,3,3,71.09,119.81,7.03,0.97,1,5,18,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
5393,3,0,1,1,4,2,-3,-1,3.16,-161.57,1,2,1,0,0,92.35,24.1,3.6,0.95,1,2,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9619,1,2,4,0,2,2,2,-2,2.83,-45.0,2,1,2,2,0,101.63,94.71,1.4,0.93,1,22,34,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
12929,1,3,4,2,2,3,2,-1,2.24,-26.57,3,1,2,0,0,9.38,65.99,2.82,0.99,1,20,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5889,4,0,3,4,4,0,-1,4,4.12,104.04,0,4,4,0,1,158.51,58.65,8.07,0.97,1,35,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8415,3,4,4,1,4,2,0,-1,1.0,-90.0,2,2,3,0,0,157.1,75.74,7.59,0.93,1,4,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11527,1,1,2,1,3,4,-1,-3,3.16,-108.43,4,0,3,1,0,129.14,3.88,9.29,0.92,1,18,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9198,0,1,2,0,3,0,-1,0,1.0,180.0,0,1,3,1,2,177.43,119.06,9.9,0.92,1,6,20,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
2030,3,0,1,4,0,2,1,2,2.24,63.43,2,0,0,0,0,77.06,136.81,5.39,0.97,1,44,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
8299,2,4,2,3,4,3,-2,0,2.0,180.0,0,1,4,0,2,97.18,26.82,1.79,0.94,1,22,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12832,0,2,3,3,1,4,2,-1,2.24,-26.57,0,0,1,3,3,41.07,77.12,9.57,0.95,1,25,49,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
487,1,2,2,3,1,0,1,3,3.16,71.57,0,4,1,2,1,40.74,22.08,3.41,0.93,1,44,15,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7273,2,2,1,0,3,0,-2,0,2.0,180.0,0,4,3,1,2,134.26,38.22,9.28,0.9,1,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10059,3,2,3,1,1,3,2,-2,2.83,-45.0,0,0,1,3,3,9.54,135.43,3.07,0.92,1,32,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
9148,0,3,1,3,4,1,-3,2,3.61,146.31,1,3,3,0,1,52.35,164.47,5.48,0.91,1,31,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13477,1,4,4,0,1,3,3,-3,4.24,-45.0,0,1,1,2,3,79.2,52.36,9.53,0.96,1,22,48,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10861,2,2,0,3,0,1,0,2,2.0,90.0,1,0,0,4,0,155.73,90.25,7.96,0.99,1,30,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11525,3,0,0,1,1,1,-1,0,1.0,180.0,1,0,1,1,2,69.65,148.08,8.3,0.96,1,28,36,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4643,0,4,0,1,1,1,-1,0,1.0,180.0,1,3,1,3,2,16.97,175.81,6.44,0.99,1,47,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
8539,3,2,3,1,0,1,3,0,3.0,0.0,0,1,0,1,3,161.44,50.22,9.72,0.93,1,35,27,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11540,1,4,2,1,1,3,1,-2,2.24,-63.43,0,1,1,3,3,139.93,93.14,2.26,0.97,1,15,39,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7080,2,2,3,1,4,1,-1,0,1.0,180.0,1,3,2,0,2,74.64,67.27,8.5,0.99,1,32,40,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6826,2,0,4,0,2,3,2,-3,3.61,-56.31,3,1,0,2,0,157.89,35.35,4.45,0.92,1,5,14,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9170,1,4,3,0,0,0,3,0,3.0,0.0,0,0,0,1,3,161.64,138.37,9.49,0.98,1,26,34,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11525,3,0,0,1,1,1,-1,0,1.0,180.0,1,0,1,1,2,69.65,148.08,8.3,0.96,1,28,36,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
6570,2,4,2,1,2,0,0,1,1.0,90.0,0,1,2,2,1,134.47,54.99,7.79,0.97,1,17,47,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
